# myabc 笔形辅助码数据表（字 -> 笔形码，横1 竖2 撇3 捺4 折5，取前两笔）
#
# 数据来源与 License：
#   本表的笔画顺序原始数据取自 cnchar-order（https://github.com/theajack/cnchar，
#   npm 包 cnchar-order@3.2.6，MIT License，Copyright (c) theajack）。
#   转换方法（详见 docs/decisions/_debt-log.md 2026-09-12）：
#   1. 从 cnchar-order 的 char_stroke_codes 表取每个字的完整笔画顺序（26 个字母
#      分别对应 25 种具体笔画，字母含义已从源码 stroke-table 精确核实，非猜测）。
#   2. 取每个字的前两笔（单笔字只有一笔），按下表归并成智能ABC/郑码惯用的
#      五笔形分类：
#        横(j)、提(i)             -> 1（提归入横，五笔形分类惯例）
#        竖(f)                    -> 2
#        撇(s)                    -> 3
#        点(k)、点2(d)、捺(l)     -> 4（点归入捺）
#        其余（横折/竖折/横钩/竖钩/横撇/竖提/撇折/弯钩/竖弯钩等一切带转折的
#        笔画，源数据里统一标注 type=折笔）-> 5
#   覆盖 cnchar-order 原始数据的全部 6939 个单字条目。
#
# 格式：每行 "<字><TAB><笔形码>"，'#' 开头整行是注释，空行跳过。BihuoTable 对
# 未收录的字一律放行（fail-open，不参与筛选），所以覆盖不到的字不会被误伤。

宇	44
守	44
安	44
宋	44
完	44
宏	44
宓	44
宕	44
宗	44
官	44
宙	44
定	44
宛	44
宜	44
宝	44
实	44
宠	44
审	44
客	44
宣	44
室	44
宥	44
宦	44
宪	44
宫	44
宰	44
害	44
宴	44
宵	44
家	44
宸	44
容	44
宽	44
宾	44
宿	44
寂	44
寄	44
寅	44
密	44
寇	44
富	44
寐	44
寒	44
寓	44
寝	44
寞	44
察	44
寡	44
寤	44
寥	44
寨	44
寮	44
寰	44
寸	15
对	54
寺	12
寻	51
导	51
寿	11
封	12
射	32
将	41
尉	51
尊	43
小	53
少	23
尔	35
尕	53
尖	23
尘	23
尚	24
尜	23
尝	24
尢	13
尤	13
尥	13
尧	15
尬	13
就	41
尴	13
尸	51
尹	51
尺	51
尻	51
尼	51
尽	51
尾	51
尿	51
局	51
屁	51
层	51
居	51
屈	51
屉	51
届	51
屋	51
屌	51
屎	51
屏	51
屐	51
屑	51
展	51
屙	51
属	51
屠	51
屡	51
屣	51
履	51
屦	51
屯	15
山	25
屹	25
屺	25
屾	25
屿	25
岀	25
岁	25
岂	25
岈	25
岌	25
岍	25
岐	25
岑	25
岔	34
岖	25
岗	25
岘	25
岙	31
岚	25
岛	35
岜	25
岢	25
岣	25
岩	25
岫	25
岬	25
岭	25
岱	32
岳	32
岵	25
岷	25
岸	25
岽	25
岿	25
峁	25
峄	25
峋	25
峒	25
峙	25
峡	25
峤	25
峥	25
峦	41
峨	25
峪	25
峭	25
峯	25
峰	25
峻	25
崀	25
崂	25
崃	25
崆	25
崇	25
崎	25
崑	25
崔	25
崖	25
崛	25
崞	25
崤	25
崦	25
崧	25
崩	25
崭	25
崮	25
崴	25
崽	25
崾	25
嵇	31
嵊	25
嵋	25
嵌	25
嵘	25
嵛	25
嵝	25
嵩	25
